0,structure,subnet
1,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
2,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
3,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
4,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
5,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
6,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
7,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
8,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
9,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
10,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
11,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
12,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
13,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
14,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
15,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
16,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
17,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
18,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
19,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
20,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
21,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
22,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
23,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
24,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
25,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
26,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
27,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
28,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
29,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
30,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
31,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
32,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
33,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
34,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
35,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
36,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
37,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
38,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
39,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
40,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
41,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
42,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
43,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
44,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
45,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
46,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
47,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
48,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
49,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
50,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
51,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
52,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
53,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
54,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
55,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
56,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
57,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
58,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
59,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
60,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
61,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
62,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
63,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
64,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
65,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
66,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
67,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
68,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
69,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
70,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
71,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
72,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
73,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
74,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
75,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
76,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
77,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
78,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
79,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
80,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
81,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
82,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
83,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
84,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
85,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
86,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
87,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
88,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
89,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
90,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
91,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
92,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
93,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
94,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
95,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
96,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
97,neuron,iaf_neuron,-70.0,-55.0,-70.0,250.0
